Metin,Normal Metin,Niyet,Kaynak,Bölüm
nasılsın,nasilsin,NASILSIN,KitapPusula-V6,eğitim
şu anda dışarısı güneşli mi,su anda disarisi gunesli mi,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
Anna Karenina,anna karenina,KITAP_ARAMA,KitapPusula-V6,eğitim
ne kadar kitap biliyorsun söyler misin,ne kadar kitap biliyorsun soyler misin,KITAP_SAYISI,KitapPusula-V6,eğitim
bu kitabın kimin eseri söyler misin,bu kitabin kimin eseri soyler misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
lütfen bütün bilgileri göster bir kez daha,lutfen butun bilgileri goster bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
yorumuna göre ana fikir nasıl yorumlanabilir yorumlar mısın,yorumuna gore ana fikir nasil yorumlanabilir yorumlar misin,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
bana havuç çorbası tarifi bul,bana havuc corbasi tarifi bul,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
niyet modeli için hangi algoritma kullanıldı,niyet modeli icin hangi algoritma kullanildi,MODEL_BILGISI,KitapPusula-V6,eğitim
yaşın kaç şu anda,yasin kac su anda,BOT_YAS,KitapPusula-Final-özel,eğitim
söyler misin bu projeyi kim hazırladı bana,soyler misin bu projeyi kim hazirladi bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
doğrudan bu uygulamayı yapan kim,dogrudan bu uygulamayi yapan kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu eser içeriğinden bahset,bu eser iceriginden bahset,OZET_SORUSU,KitapPusula-V6,eğitim
bu romanda öne çıkan karakter kim hatırlatır mısın,bu romanda one cikan karakter kim hatirlatir misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
bazen burada vakit geçirmek hoşuma gidiyor,bazen burada vakit gecirmek hosuma gidiyor,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
bu eserle ilgili ek bilgi paylaş lütfen,bu eserle ilgili ek bilgi paylas lutfen,DETAY_SORUSU,KitapPusula-V6,eğitim
bu eser kaç sayfalık hatırlatır mısın,bu eser kac sayfalik hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
KitapPusula sınırsız kitaba erişebiliyor mu gerçekten,kitappusula sinirsiz kitaba erisebiliyor mu gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
kasap bıçağını keskinleştirmenin en iyi yolu nedir,kasap bicagini keskinlestirmenin en iyi yolu nedir,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
kısaca iş başvurusu hazırla olur mu,kisaca is basvurusu hazirla olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
lütfen kitap kartını aç,lutfen kitap kartini ac,TEKRAR_GOSTER,KitapPusula-V6,eğitim
söyler misin evin nerede,soyler misin evin nerede,BOT_KONUM,KitapPusula-Final-özel,eğitim
suyun kaynaması ne kadar sürer,suyun kaynamasi ne kadar surer,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
modelle kitap açıklamasından tür tahmin et,modelle kitap aciklamasindan tur tahmin et,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
açıkçası burada vakit geçirmek hoşuma gidiyor aslında,acikcasi burada vakit gecirmek hosuma gidiyor aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
doğrudan seni kim geliştirdi,dogrudan seni kim gelistirdi,BOT_YARATICI,KitapPusula-Final-özel,eğitim
donald trump hakkında haber istiyorum,donald trump hakkinda haber istiyorum,HABER_SORUSU,MASSIVE-tr-TR,eğitim
bugün işler nasıl bakalım,bugun isler nasil bakalim,NASILSIN,KitapPusula-V6,eğitim
Vadideki Zambak,vadideki zambak,KITAP_ARAMA,KitapPusula-V6,eğitim
açıkçası seninle konuşmak güzel biraz,acikcasi seninle konusmak guzel biraz,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
bu kitap hakkında ayrıntılı anlat,bu kitap hakkinda ayrintili anlat,DETAY_SORUSU,KitapPusula-V6,eğitim
uygulama kodu hazırla olur mu,uygulama kodu hazirla olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
ismin nedir lütfen,ismin nedir lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
izmir için zamanı göster,izmir icin zamani goster,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
az önceki kitap hangi türe ait,az onceki kitap hangi ture ait,TUR_SORUSU,KitapPusula-V6,eğitim
bu kitapta anlatılan kişi kim söyler misin,bu kitapta anlatilan kisi kim soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
söyler misin geliştiricin kim,soyler misin gelistiricin kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
şu an biraz sohbet etmek istiyorum,su an biraz sohbet etmek istiyorum,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
bana örnek kod oluştur istiyorum,bana ornek kod olustur istiyorum,ALAN_DISI,KitapPusula-Final-özel,eğitim
yaratıcın kim,yaraticin kim,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bu eser roman mı hikâye mi hatırlatır mısın,bu eser roman mi hik ye mi hatirlatir misin,TUR_SORUSU,KitapPusula-V6,eğitim
bugün kendini nasıl hissediyorsun,bugun kendini nasil hissediyorsun,NASILSIN,KitapPusula-V6,eğitim
bu eser roman mı hikâye mi söyler misin,bu eser roman mi hik ye mi soyler misin,TUR_SORUSU,KitapPusula-V6,eğitim
KitapPusula ile kitap açıklamasından tür tahmin et,kitappusula ile kitap aciklamasindan tur tahmin et,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
bu kitabın yazarı kim hatırlatır mısın,bu kitabin yazari kim hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
romanda başına neler geliyor kısaca söyler misin,romanda basina neler geliyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
merhaba sana da,merhaba sana da,SELAMLAMA,KitapPusula-V6,eğitim
bu kitap ne anlatıyor lütfen,bu kitap ne anlatiyor lutfen,OZET_SORUSU,KitapPusula-V6,eğitim
hangi kitap türlerini ayırıyor şu anda,hangi kitap turlerini ayiriyor su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
iyi geceler sana da,iyi geceler sana da,SELAMLAMA,KitapPusula-V6,eğitim
son olarak son haberler neler söyler misin,son olarak son haberler neler soyler misin,HABER_SORUSU,KitapPusula-Final-özel,eğitim
teşekkürler,tesekkurler,TESEKKUR,KitapPusula-Final-özel,eğitim
bazen sana bir şey anlatacağım şimdi,bazen sana bir sey anlatacagim simdi,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
şu anda ne zamandır varsın lütfen,su anda ne zamandir varsin lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
kısaca hangi konularda yardımcı olursun,kisaca hangi konularda yardimci olursun,BOT_YETENEK,KitapPusula-Final-özel,eğitim
gerçekten minnettarım,gercekten minnettarim,TESEKKUR,KitapPusula-Final-özel,eğitim
bu kitap türü ne söyler misin,bu kitap turu ne soyler misin,TUR_SORUSU,KitapPusula-V6,eğitim
fotoğraf düzenle olur mu,fotograf duzenle olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
bu kitabın kimin eseri hatırlatır mısın,bu kitabin kimin eseri hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
bu sistem her kitabı bulabiliyor musun,bu sistem her kitabi bulabiliyor musun,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
merak ettim hangi konularda yardımcı olursun lütfen,merak ettim hangi konularda yardimci olursun lutfen,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bu kitapta bu olayın sebebi ne,bu kitapta bu olayin sebebi ne,OLAY_SORUSU,KitapPusula-V6,eğitim
şu an biraz muhabbet edelim aslında,su an biraz muhabbet edelim aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
sanırım kitaplardan konuşmayı seviyorum aslında,sanirim kitaplardan konusmayi seviyorum aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
yazar tür sayfa ve özeti söyle bir kez daha,yazar tur sayfa ve ozeti soyle bir kez daha,TEKRAR_GOSTER,KitapPusula-V6,eğitim
az önceki kitap türü ne,az onceki kitap turu ne,TUR_SORUSU,KitapPusula-V6,eğitim
bu eserin hangi yazar yazdı söyler misin,bu eserin hangi yazar yazdi soyler misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
abd de bugün en son değişiklikler neler,abd de bugun en son degisiklikler neler,HABER_SORUSU,MASSIVE-tr-TR,eğitim
acaba nerede bulunuyorsun lütfen,acaba nerede bulunuyorsun lutfen,BOT_KONUM,KitapPusula-Final-özel,eğitim
söyler misin seni kim yaptı bana,soyler misin seni kim yapti bana,BOT_YARATICI,KitapPusula-Final-özel,eğitim
aynı kartı yeniden aç,ayni karti yeniden ac,TEKRAR_GOSTER,KitapPusula-V6,eğitim
o zaman hoşça kal sonra,o zaman hosca kal sonra,VEDA,KitapPusula-Final-özel,eğitim
bütün bilgileri göster,butun bilgileri goster,TEKRAR_GOSTER,KitapPusula-V6,eğitim
iyi geceler bugün de,iyi geceler bugun de,SELAMLAMA,KitapPusula-V6,eğitim
az önceki kitap ne kadar uzun,az onceki kitap ne kadar uzun,SAYFA_SORUSU,KitapPusula-V6,eğitim
performans metrikleri ne,performans metrikleri ne,MODEL_BILGISI,KitapPusula-V6,eğitim
biraz önce hangi eser açık,biraz once hangi eser acik,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
KitapPusula dünyadaki tüm eserleri tanıyor mu gerçekten,kitappusula dunyadaki tum eserleri taniyor mu gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
başka zaman devam edelim sonra,baska zaman devam edelim sonra,VEDA,KitapPusula-Final-özel,eğitim
macro f1 kaç söyler misin,macro f1 kac soyler misin,MODEL_BILGISI,KitapPusula-V6,eğitim
yerel veri tabanında kitap havuzu ne kadar büyük söyler misin,yerel veri tabaninda kitap havuzu ne kadar buyuk soyler misin,KITAP_SAYISI,KitapPusula-V6,eğitim
bu romanda kahramanın adı ne söyler misin,bu romanda kahramanin adi ne soyler misin,KARAKTER_SORUSU,KitapPusula-V6,eğitim
bu eserin yazan kişi kim,bu eserin yazan kisi kim,YAZAR_SORUSU,KitapPusula-V6,eğitim
bir tane beni güldür,bir tane beni guldur,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
merak ettim arkanda kim var lütfen,merak ettim arkanda kim var lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bana kısa bir fıkra anlat lütfen,bana kisa bir fikra anlat lutfen,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
bu kitapta olaylar nasıl gelişiyor,bu kitapta olaylar nasil gelisiyor,OLAY_SORUSU,KitapPusula-V6,eğitim
bu sistem istediğim her eseri getirebilir mi,bu sistem istedigim her eseri getirebilir mi,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
söyler misin sen kimsin lütfen,soyler misin sen kimsin lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
lütfen bütün bilgileri göster lütfen,lutfen butun bilgileri goster lutfen,TEKRAR_GOSTER,KitapPusula-V6,eğitim
söyler misin ne zamandır varsın,soyler misin ne zamandir varsin,BOT_YAS,KitapPusula-Final-özel,eğitim
patates püresi ne kadar zamanda pişer,patates puresi ne kadar zamanda piser,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
neye bakıyorduk hatırlatır mısın,neye bakiyorduk hatirlatir misin,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
az önceki kitap için ek bilgi paylaş,az onceki kitap icin ek bilgi paylas,DETAY_SORUSU,KitapPusula-V6,eğitim
söyler misin hangi görevleri yaparsın,soyler misin hangi gorevleri yaparsin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
bu eser okuması uzun sürer mi hatırlatır mısın,bu eser okumasi uzun surer mi hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
austin'de mevcut sıcaklık nedir,austin de mevcut sicaklik nedir,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
seni kim kodladı lütfen,seni kim kodladi lutfen,BOT_YARATICI,KitapPusula-Final-özel,eğitim
bana özelliklerini anlat lütfen,bana ozelliklerini anlat lutfen,YARDIM,KitapPusula-V6,eğitim
söyler misin ne yapabilirsin,soyler misin ne yapabilirsin,BOT_YETENEK,KitapPusula-Final-özel,eğitim
yeniden selam orada mısın,yeniden selam orada misin,SELAMLAMA,KitapPusula-V6,eğitim
model hangi türleri biliyor şu anda,model hangi turleri biliyor su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu eser hangi kategoride söyler misin,bu eser hangi kategoride soyler misin,TUR_SORUSU,KitapPusula-V6,eğitim
kitap modeli için başarı oranı nedir,kitap modeli icin basari orani nedir,MODEL_BILGISI,KitapPusula-V6,eğitim
bu eser hacmi ne kadar,bu eser hacmi ne kadar,SAYFA_SORUSU,KitapPusula-V6,eğitim
selam orada mısın,selam orada misin,SELAMLAMA,KitapPusula-V6,eğitim
kar bu gece gelecek mi,kar bu gece gelecek mi,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
verdiğin cevap için çok yardımcı oldun KitapPusula,verdigin cevap icin cok yardimci oldun kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
tekrar merhaba,tekrar merhaba,SELAMLAMA,KitapPusula-V6,eğitim
ne kadar kitap biliyorsun,ne kadar kitap biliyorsun,KITAP_SAYISI,KitapPusula-V6,eğitim
etiketsiz kitabın kategorisini bul lütfen,etiketsiz kitabin kategorisini bul lutfen,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
yorumuna göre yazar bunu neden yazmış olabilir yorumlar mısın,yorumuna gore yazar bunu neden yazmis olabilir yorumlar misin,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
merak ettim bir yaşın var mı lütfen,merak ettim bir yasin var mi lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
bu kitap içeriğinden bahset anlatır mısın,bu kitap iceriginden bahset anlatir misin,OZET_SORUSU,KitapPusula-V6,eğitim
KitapPusula her kitabı bulabiliyor musun gerçekten,kitappusula her kitabi bulabiliyor musun gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
kitap sayısı kaç şu anda,kitap sayisi kac su anda,KITAP_SAYISI,KitapPusula-V6,eğitim
bana biraz peynir ve bal ihtiva eden makarna pişir,bana biraz peynir ve bal ihtiva eden makarna pisir,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
nereden başlamalıyım lütfen,nereden baslamaliyim lutfen,YARDIM,KitapPusula-V6,eğitim
bu kitap konusu ne,bu kitap konusu ne,OZET_SORUSU,KitapPusula-V6,eğitim
pizza yapmak için neler gerekli,pizza yapmak icin neler gerekli,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
sen sınırsız kitaba erişebiliyor mu şu anda,sen sinirsiz kitaba erisebiliyor mu su anda,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
az önceki kitap için bütün bilgileri göster lütfen,az onceki kitap icin butun bilgileri goster lutfen,TEKRAR_GOSTER,KitapPusula-V6,eğitim
verdiğin cevap için çok sağ ol sana,verdigin cevap icin cok sag ol sana,TESEKKUR,KitapPusula-Final-özel,eğitim
lahmacun yapmayı anlat,lahmacun yapmayi anlat,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
merhaba orada mısın,merhaba orada misin,SELAMLAMA,KitapPusula-V6,eğitim
ne haber bakalım,ne haber bakalim,NASILSIN,KitapPusula-V6,eğitim
karşımda kim var,karsimda kim var,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
merak ettim nerede yaşıyorsun,merak ettim nerede yasiyorsun,BOT_KONUM,KitapPusula-Final-özel,eğitim
bu eserle ilgili detaylandır mümkünse,bu eserle ilgili detaylandir mumkunse,DETAY_SORUSU,KitapPusula-V6,eğitim
toplam kaç eser bulunuyor şu anda,toplam kac eser bulunuyor su anda,KITAP_SAYISI,KitapPusula-V6,eğitim
az önce seçtiğimiz kitabın adı ne,az once sectigimiz kitabin adi ne,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
bu kitabın sahibi hangi yazar hatırlatır mısın,bu kitabin sahibi hangi yazar hatirlatir misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
sanırım biraz sohbet etmek istiyorum aslında,sanirim biraz sohbet etmek istiyorum aslinda,GENEL_SOHBET,KitapPusula-Final-özel,eğitim
bana kısa bir fıkra anlat,bana kisa bir fikra anlat,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
az önceki kitap okuması uzun sürer mi,az onceki kitap okumasi uzun surer mi,SAYFA_SORUSU,KitapPusula-V6,eğitim
verdiğin cevap için sağ ol sana,verdigin cevap icin sag ol sana,TESEKKUR,KitapPusula-Final-özel,eğitim
önümüzdeki cumartesi ayın kaçı,onumuzdeki cumartesi ayin kaci,TARIH_SAAT_SORUSU,MASSIVE-tr-TR,eğitim
bu kitap hacmi ne kadar,bu kitap hacmi ne kadar,SAYFA_SORUSU,KitapPusula-V6,eğitim
az önceki kitap için bütün bilgileri göster,az onceki kitap icin butun bilgileri goster,TEKRAR_GOSTER,KitapPusula-V6,eğitim
bu kitapta anlatılan kişi kim,bu kitapta anlatilan kisi kim,KARAKTER_SORUSU,KitapPusula-V6,eğitim
lütfen hepsini tekrar et,lutfen hepsini tekrar et,TEKRAR_GOSTER,KitapPusula-V6,eğitim
ne işe yarıyorsun lütfen,ne ise yariyorsun lutfen,BOT_YETENEK,KitapPusula-Final-özel,eğitim
son kitap hangisiydi,son kitap hangisiydi,KITAP_ADI_SORUSU,KitapPusula-V6,eğitim
Diyet,diyet,KITAP_ARAMA,KitapPusula-V6,eğitim
bütün bir hindiyi kızartmak için doğru sıcaklığı bul,butun bir hindiyi kizartmak icin dogru sicakligi bul,YEMEK_TARIFI_SORUSU,MASSIVE-tr-TR,eğitim
bu eserin müellifi kim söyler misin,bu eserin muellifi kim soyler misin,YAZAR_SORUSU,KitapPusula-V6,eğitim
iyi misin bakalım,iyi misin bakalim,NASILSIN,KitapPusula-V6,eğitim
söyler misin evin nerede lütfen,soyler misin evin nerede lutfen,BOT_KONUM,KitapPusula-Final-özel,eğitim
hangi soruları sorabilirim lütfen,hangi sorulari sorabilirim lutfen,YARDIM,KitapPusula-V6,eğitim
iyi akşamlar sana da,iyi aksamlar sana da,SELAMLAMA,KitapPusula-V6,eğitim
bana beni güldür lütfen,bana beni guldur lutfen,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
selamlar sana da,selamlar sana da,SELAMLAMA,KitapPusula-V6,eğitim
lütfen bana yazılım geliştir olur mu,lutfen bana yazilim gelistir olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
telefon tamirini anlat olur mu,telefon tamirini anlat olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
merak ettim yaşlı mısın lütfen,merak ettim yasli misin lutfen,BOT_YAS,KitapPusula-Final-özel,eğitim
iphone hakkında son haberleri araştır,iphone hakkinda son haberleri arastir,HABER_SORUSU,MASSIVE-tr-TR,eğitim
bugün nasılsın,bugun nasilsin,NASILSIN,KitapPusula-V6,eğitim
bu eserle ilgili detaylandır,bu eserle ilgili detaylandir,DETAY_SORUSU,KitapPusula-V6,eğitim
Şeker Portakalı,seker portakali,KITAP_ARAMA,KitapPusula-V6,eğitim
açıklar mısın hangi sistemsin,aciklar misin hangi sistemsin,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
merak ettim sen bir robot musun lütfen,merak ettim sen bir robot musun lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
o zaman başka zaman devam edelim sonra,o zaman baska zaman devam edelim sonra,VEDA,KitapPusula-Final-özel,eğitim
Yüzyıllık Yalnızlık,yuzyillik yalnizlik,KITAP_ARAMA,KitapPusula-V6,eğitim
model bilgilerini göster ayrıntılı anlat,model bilgilerini goster ayrintili anlat,MODEL_BILGISI,KitapPusula-V6,eğitim
kitap modeli için model nasıl çalışıyor ayrıntılı anlat,kitap modeli icin model nasil calisiyor ayrintili anlat,MODEL_BILGISI,KitapPusula-V6,eğitim
sınıflandırıcı hangi türleri biliyor şu anda,siniflandirici hangi turleri biliyor su anda,KATEGORI_LISTESI,KitapPusula-V6,eğitim
bu kitap hangi edebî sınıfa giriyor,bu kitap hangi edeb sinifa giriyor,TUR_SORUSU,KitapPusula-V6,eğitim
bana alışveriş listesi oluştur olur mu,bana alisveris listesi olustur olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
verdiğin cevap için minnettarım KitapPusula,verdigin cevap icin minnettarim kitappusula,TESEKKUR,KitapPusula-Final-özel,eğitim
kısaca özelliklerini anlat,kisaca ozelliklerini anlat,YARDIM,KitapPusula-V6,eğitim
bugün güncel gelişmeler neler lütfen,bugun guncel gelismeler neler lutfen,HABER_SORUSU,KitapPusula-Final-özel,eğitim
sen bütün kitapları biliyor mu gerçekten,sen butun kitaplari biliyor mu gercekten,HER_KITAP_SORUSU,KitapPusula-V6,eğitim
bana nasıl kullanılır lütfen,bana nasil kullanilir lutfen,YARDIM,KitapPusula-V6,eğitim
bu kitap kime ait,bu kitap kime ait,YAZAR_SORUSU,KitapPusula-V6,eğitim
KitapPusula ile açıklamayı sınıfa ayır lütfen,kitappusula ile aciklamayi sinifa ayir lutfen,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
emeğine sağlık,emegine saglik,TESEKKUR,KitapPusula-Final-özel,eğitim
merak ettim kim olduğunu anlat,merak ettim kim oldugunu anlat,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
bu eser sayfa sayısı kaç hatırlatır mısın,bu eser sayfa sayisi kac hatirlatir misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
olly bugün hava nasıl,olly bugun hava nasil,HAVA_SORUSU,MASSIVE-tr-TR,eğitim
bana hangi soruları sorabilirim,bana hangi sorulari sorabilirim,YARDIM,KitapPusula-V6,eğitim
bu kitapta öne çıkan karakter kim,bu kitapta one cikan karakter kim,KARAKTER_SORUSU,KitapPusula-V6,eğitim
yeni tahmin yap lütfen,yeni tahmin yap lutfen,YENI_KITAP_SINIFLANDIR,KitapPusula-V6,eğitim
hadi bir espri patlat,hadi bir espri patlat,SAKA_ISTEGI,KitapPusula-Final-özel,eğitim
bugün haberlerde ne var,bugun haberlerde ne var,HABER_SORUSU,KitapPusula-Final-özel,eğitim
yorumuna göre verilmek istenen mesaj ne olabilir,yorumuna gore verilmek istenen mesaj ne olabilir,SERBEST_KITAP_SORUSU,KitapPusula-V6,eğitim
romanda sonunda ne oluyor kısaca söyler misin,romanda sonunda ne oluyor kisaca soyler misin,OLAY_SORUSU,KitapPusula-V6,eğitim
bu eser uzun bir kitap mı söyler misin,bu eser uzun bir kitap mi soyler misin,SAYFA_SORUSU,KitapPusula-V6,eğitim
hemen matematik sorusu çöz olur mu,hemen matematik sorusu coz olur mu,ALAN_DISI,KitapPusula-Final-özel,eğitim
kısaca sen nesin lütfen,kisaca sen nesin lutfen,BOT_KIMLIK,KitapPusula-Final-özel,eğitim
artık ben çıkıyorum,artik ben cikiyorum,VEDA,KitapPusula-Final-özel,eğitim
